id	filename	title	year	decade	doc_type
452	c-8698.pdf	School Files Series - 1879-1953 (RG10) — c-8698	1879	1870	residential_school
453	c-8699.pdf	School Files Series - 1879-1953 (RG10) — c-8699	1879	1870	residential_school
454	c-8700.pdf	School Files Series - 1879-1953 (RG10) — c-8700	1879	1870	residential_school
455	c-8701.pdf	School Files Series - 1879-1953 (RG10) — c-8701	1879	1870	residential_school
456	c-8702.pdf	School Files Series - 1879-1953 (RG10) — c-8702	1879	1870	residential_school
457	c-8703.pdf	School Files Series - 1879-1953 (RG10) — c-8703	1879	1870	residential_school
458	c-8704.pdf	School Files Series - 1879-1953 (RG10) — c-8704	1879	1870	residential_school
459	c-8705.pdf	School Files Series - 1879-1953 (RG10) — c-8705	1879	1870	residential_school
460	c-8706.pdf	School Files Series - 1879-1953 (RG10) — c-8706	1879	1870	residential_school
461	c-8707.pdf	School Files Series - 1879-1953 (RG10) — c-8707	1879	1870	residential_school
462	c-8708.pdf	School Files Series - 1879-1953 (RG10) — c-8708	1879	1870	residential_school
463	c-8709.pdf	School Files Series - 1879-1953 (RG10) — c-8709	1879	1870	residential_school
464	c-8710.pdf	School Files Series - 1879-1953 (RG10) — c-8710	1879	1870	residential_school
465	c-8711.pdf	School Files Series - 1879-1953 (RG10) — c-8711	1879	1870	residential_school
466	c-8712.pdf	School Files Series - 1879-1953 (RG10) — c-8712	1879	1870	residential_school
467	c-8713.pdf	School Files Series - 1879-1953 (RG10) — c-8713	1879	1870	residential_school
468	c-8715.pdf	School Files Series - 1879-1953 (RG10) — c-8715	1879	1870	residential_school
469	c-8716.pdf	School Files Series - 1879-1953 (RG10) — c-8716	1879	1870	residential_school
470	c-8717.pdf	School Files Series - 1879-1953 (RG10) — c-8717	1879	1870	residential_school
471	c-8718.pdf	School Files Series - 1879-1953 (RG10) — c-8718	1879	1870	residential_school
472	c-8719.pdf	School Files Series - 1879-1953 (RG10) — c-8719	1879	1870	residential_school
473	c-8720.pdf	School Files Series - 1879-1953 (RG10) — c-8720	1879	1870	residential_school
474	c-8721.pdf	School Files Series - 1879-1953 (RG10) — c-8721	1879	1870	residential_school
475	c-8722.pdf	School Files Series - 1879-1953 (RG10) — c-8722	1879	1870	residential_school
476	c-8723.pdf	School Files Series - 1879-1953 (RG10) — c-8723	1879	1870	residential_school
477	c-8724.pdf	School Files Series - 1879-1953 (RG10) — c-8724	1879	1870	residential_school
478	c-8725.pdf	School Files Series - 1879-1953 (RG10) — c-8725	1879	1870	residential_school
479	c-8726.pdf	School Files Series - 1879-1953 (RG10) — c-8726	1879	1870	residential_school
480	c-8727.pdf	School Files Series - 1879-1953 (RG10) — c-8727	1879	1870	residential_school
481	c-8728.pdf	School Files Series - 1879-1953 (RG10) — c-8728	1879	1870	residential_school
482	c-8729.pdf	School Files Series - 1879-1953 (RG10) — c-8729	1879	1870	residential_school
483	c-8730.pdf	School Files Series - 1879-1953 (RG10) — c-8730	1879	1870	residential_school
484	cihm_45444.pdf	Territoire du Nord-Ouest [microforme] : rapports d	1859	1850	other
485	cihm_54655.pdf	Sketch of the civil engineering of North America [	1859	1850	other
486	cihm_61411.pdf	Ethan Allen and the Green-Mountain heroes of '76 [	1859	1850	other
487	cihm_88996.pdf	Papers relative to the exploration of the country 	1859	1850	other
488	explorationbriti00pall.pdf	Exploration - British North America. : papers rela	1859	1850	other
489	cihm_35700.pdf	Narrative of the Canadian Red River exploring expe	1860	1860	other
490	cihm_39118.pdf	Further papers relative to the exploration by the 	1860	1860	other
491	narrativeofcanad02hind_0.pdf	Narrative of the Canadian Red River exploring expe	1860	1860	other
492	narrativeofcanad02hind_1.pdf	Narrative of the Canadian Red River exploring expe	1860	1860	other
493	cihm_46825.pdf	Narrative of the Canadian Red River exploring expe	1861	1860	other
494	cihm_47057.pdf	Report of Samuel Keefer, Esq., inspector of railwa	1861	1860	annual_report
495	cihm_50419.pdf	"The Barrie switch" [microform] : reply by the dir	1862	1860	other
496	cihm_37432.pdf	The life and times of Wm. Lyon Mackenzie [microfor	1863	1860	other
497	cihm_37433.pdf	The life and times of Wm. Lyon Mackenzie [microfor	1863	1860	other
498	cihm_43252.pdf	Canada 1863 [microform] : for the information of i	1863	1860	other
499	cihm_38173.pdf	Sketches of celebrated Canadians and persons conne	1865	1860	other
500	cihm_41966.pdf	England and America [microform] : a lecture read b	1865	1860	other
501	cihm_48336.pdf	An autobiographical sketch of the services of the 	1865	1860	other
502	cu31924003872862.pdf	Palæozoic fossils	1865	1860	other
503	cu31924003872862_bw.pdf	Palæozoic fossils	1865	1860	other
504	cu31924003872888.pdf	Palæozoic fossils	1865	1860	other
505	dictionaryofcree00watk.pdf	A dictionary of the Cree language : as spoken by t	1865	1860	other
506	cihm_39822.pdf	Recueil de prières, catéchisme et cantiques [micro	1866	1860	other
507	cihm_54656.pdf	A charge delivered to the Synod of the Diocese of 	1866	1860	other
508	cihm_63690.pdf	A Bill for the admission of the states of Nova Sco	1866	1860	other
509	cihm_44503.pdf	Reports of progress together with a preliminary an	1869	1860	other
510	cihm_38279.pdf	Copy of a despatch from the Earl Granville, K.G., 	1870	1870	other
511	cihm_38288.pdf	A tramp abroad [microform]	None	None	other
512	cihm_38291.pdf	Which? England or Rome? [microform] : a review of 	1871	1870	other
513	cihm_38280.pdf	Further correspondence with the government of Cana	1872	1870	other
514	cihm_43075.pdf	Saskatchewan and the Rocky Mountains [microform] :	1875	1870	other
515	cu31924028902884.pdf	Saskatchewan and the Rocky Mountains; a diary and 	1875	1870	other
516	cihm_47058.pdf	Memorandum on cholera [microform] : adopted at a m	1878	1870	other
517	c-8205.pdf	School Files Series - 1879-1953 (RG10) — c-8205	1879	1870	residential_school
518	c-8652.pdf	School Files Series - 1879-1953 (RG10) — c-8652	1879	1870	residential_school
519	c-8653.pdf	School Files Series - 1879-1953 (RG10) — c-8653	1879	1870	residential_school
520	c-8654.pdf	School Files Series - 1879-1953 (RG10) — c-8654	1879	1870	residential_school
521	c-8655.pdf	School Files Series - 1879-1953 (RG10) — c-8655	1879	1870	residential_school
522	c-8714.pdf	School Files Series - 1879-1953 (RG10) — c-8714	1879	1870	residential_school
523	c-8731.pdf	School Files Series - 1879-1953 (RG10) — c-8731	1879	1870	residential_school
524	c-8732.pdf	School Files Series - 1879-1953 (RG10) — c-8732	1879	1870	residential_school
525	c-8733.pdf	School Files Series - 1879-1953 (RG10) — c-8733	1879	1870	residential_school
526	c-8734.pdf	School Files Series - 1879-1953 (RG10) — c-8734	1879	1870	residential_school
527	c-8735.pdf	School Files Series - 1879-1953 (RG10) — c-8735	1879	1870	residential_school
528	c-8736.pdf	School Files Series - 1879-1953 (RG10) — c-8736	1879	1870	residential_school
529	c-8737.pdf	School Files Series - 1879-1953 (RG10) — c-8737	1879	1870	residential_school
530	c-8738.pdf	School Files Series - 1879-1953 (RG10) — c-8738	1879	1870	residential_school
531	c-8739.pdf	School Files Series - 1879-1953 (RG10) — c-8739	1879	1870	residential_school
532	c-8740.pdf	School Files Series - 1879-1953 (RG10) — c-8740	1879	1870	residential_school
533	c-8741.pdf	School Files Series - 1879-1953 (RG10) — c-8741	1879	1870	residential_school
534	c-8742.pdf	School Files Series - 1879-1953 (RG10) — c-8742	1879	1870	residential_school
535	c-8743.pdf	School Files Series - 1879-1953 (RG10) — c-8743	1879	1870	residential_school
536	c-8744.pdf	School Files Series - 1879-1953 (RG10) — c-8744	1879	1870	residential_school
537	c-8745.pdf	School Files Series - 1879-1953 (RG10) — c-8745	1879	1870	residential_school
538	c-8746.pdf	School Files Series - 1879-1953 (RG10) — c-8746	1879	1870	residential_school
539	c-8747.pdf	School Files Series - 1879-1953 (RG10) — c-8747	1879	1870	residential_school
540	c-8748.pdf	School Files Series - 1879-1953 (RG10) — c-8748	1879	1870	residential_school
541	c-8749.pdf	School Files Series - 1879-1953 (RG10) — c-8749	1879	1870	residential_school
542	c-8750.pdf	School Files Series - 1879-1953 (RG10) — c-8750	1879	1870	residential_school
543	c-8751.pdf	School Files Series - 1879-1953 (RG10) — c-8751	1879	1870	residential_school
544	c-8752.pdf	School Files Series - 1879-1953 (RG10) — c-8752	1879	1870	residential_school
545	c-8753.pdf	School Files Series - 1879-1953 (RG10) — c-8753	1879	1870	residential_school
546	c-8754.pdf	School Files Series - 1879-1953 (RG10) — c-8754	1879	1870	residential_school
547	c-8755.pdf	School Files Series - 1879-1953 (RG10) — c-8755	1879	1870	residential_school
548	c-8756.pdf	School Files Series - 1879-1953 (RG10) — c-8756	1879	1870	residential_school
549	c-8757.pdf	School Files Series - 1879-1953 (RG10) — c-8757	1879	1870	residential_school
550	c-8758.pdf	School Files Series - 1879-1953 (RG10) — c-8758	1879	1870	residential_school
551	c-8759.pdf	School Files Series - 1879-1953 (RG10) — c-8759	1879	1870	residential_school
552	c-8760.pdf	School Files Series - 1879-1953 (RG10) — c-8760	1879	1870	residential_school
553	c-8761.pdf	School Files Series - 1879-1953 (RG10) — c-8761	1879	1870	residential_school
554	c-8762.pdf	School Files Series - 1879-1953 (RG10) — c-8762	1879	1870	residential_school
555	c-8763.pdf	School Files Series - 1879-1953 (RG10) — c-8763	1879	1870	residential_school
556	c-8764.pdf	School Files Series - 1879-1953 (RG10) — c-8764	1879	1870	residential_school
557	c-8765.pdf	School Files Series - 1879-1953 (RG10) — c-8765	1879	1870	residential_school
558	c-8766.pdf	School Files Series - 1879-1953 (RG10) — c-8766	1879	1870	residential_school
559	c-8767.pdf	School Files Series - 1879-1953 (RG10) — c-8767	1879	1870	residential_school
560	c-8768.pdf	School Files Series - 1879-1953 (RG10) — c-8768	1879	1870	residential_school
561	c-8769.pdf	School Files Series - 1879-1953 (RG10) — c-8769	1879	1870	residential_school
562	c-8770.pdf	School Files Series - 1879-1953 (RG10) — c-8770	1879	1870	residential_school
563	c-8771.pdf	School Files Series - 1879-1953 (RG10) — c-8771	1879	1870	residential_school
564	c-8772.pdf	School Files Series - 1879-1953 (RG10) — c-8772	1879	1870	residential_school
565	c-8773.pdf	School Files Series - 1879-1953 (RG10) — c-8773	1879	1870	residential_school
566	c-8774.pdf	School Files Series - 1879-1953 (RG10) — c-8774	1879	1870	residential_school
567	c-8775.pdf	School Files Series - 1879-1953 (RG10) — c-8775	1879	1870	residential_school
568	c-8776.pdf	School Files Series - 1879-1953 (RG10) — c-8776	1879	1870	residential_school
569	c-8777.pdf	School Files Series - 1879-1953 (RG10) — c-8777	1879	1870	residential_school
570	c-8778.pdf	School Files Series - 1879-1953 (RG10) — c-8778	1879	1870	residential_school
571	c-8779.pdf	School Files Series - 1879-1953 (RG10) — c-8779	1879	1870	residential_school
572	c-8780.pdf	School Files Series - 1879-1953 (RG10) — c-8780	1879	1870	residential_school
573	c-8781.pdf	School Files Series - 1879-1953 (RG10) — c-8781	1879	1870	residential_school
574	c-8782.pdf	School Files Series - 1879-1953 (RG10) — c-8782	1879	1870	residential_school
575	c-8783.pdf	School Files Series - 1879-1953 (RG10) — c-8783	1879	1870	residential_school
576	c-8784.pdf	School Files Series - 1879-1953 (RG10) — c-8784	1879	1870	residential_school
577	c-8785.pdf	School Files Series - 1879-1953 (RG10) — c-8785	1879	1870	residential_school
578	c-8786.pdf	School Files Series - 1879-1953 (RG10) — c-8786	1879	1870	residential_school
579	c-8787.pdf	School Files Series - 1879-1953 (RG10) — c-8787	1879	1870	residential_school
580	c-8788.pdf	School Files Series - 1879-1953 (RG10) — c-8788	1879	1870	residential_school
581	c-8789.pdf	School Files Series - 1879-1953 (RG10) — c-8789	1879	1870	residential_school
582	c-8790.pdf	School Files Series - 1879-1953 (RG10) — c-8790	1879	1870	residential_school
583	c-8791.pdf	School Files Series - 1879-1953 (RG10) — c-8791	1879	1870	residential_school
584	c-8792.pdf	School Files Series - 1879-1953 (RG10) — c-8792	1879	1870	residential_school
585	c-8793.pdf	School Files Series - 1879-1953 (RG10) — c-8793	1879	1870	residential_school
586	c-8794.pdf	School Files Series - 1879-1953 (RG10) — c-8794	1879	1870	residential_school
587	c-8795.pdf	School Files Series - 1879-1953 (RG10) — c-8795	1879	1870	residential_school
588	c-8796.pdf	School Files Series - 1879-1953 (RG10) — c-8796	1879	1870	residential_school
589	c-8797.pdf	School Files Series - 1879-1953 (RG10) — c-8797	1879	1870	residential_school
590	c-8798.pdf	School Files Series - 1879-1953 (RG10) — c-8798	1879	1870	residential_school
591	c-8799.pdf	School Files Series - 1879-1953 (RG10) — c-8799	1879	1870	residential_school
592	c-8800.pdf	School Files Series - 1879-1953 (RG10) — c-8800	1879	1870	residential_school
593	c-8801.pdf	School Files Series - 1879-1953 (RG10) — c-8801	1879	1870	residential_school
594	c-8802.pdf	School Files Series - 1879-1953 (RG10) — c-8802	1879	1870	residential_school
595	c-8803.pdf	School Files Series - 1879-1953 (RG10) — c-8803	1879	1870	residential_school
596	c-9801.pdf	School Files Series - 1879-1953 (RG10) — c-9801	1879	1870	residential_school
597	c-9802.pdf	School Files Series - 1879-1953 (RG10) — c-9802	1879	1870	residential_school
598	c-9803.pdf	School Files Series - 1879-1953 (RG10) — c-9803	1879	1870	residential_school
599	c-9804.pdf	School Files Series - 1879-1953 (RG10) — c-9804	1879	1870	residential_school
600	c-9805.pdf	School Files Series - 1879-1953 (RG10) — c-9805	1879	1870	residential_school
601	c-9806.pdf	School Files Series - 1879-1953 (RG10) — c-9806	1879	1870	residential_school
602	c-9807.pdf	School Files Series - 1879-1953 (RG10) — c-9807	1879	1870	residential_school
603	c-9808.pdf	School Files Series - 1879-1953 (RG10) — c-9808	1879	1870	residential_school
604	c-9809.pdf	School Files Series - 1879-1953 (RG10) — c-9809	1879	1870	residential_school
605	c-9810.pdf	School Files Series - 1879-1953 (RG10) — c-9810	1879	1870	residential_school
606	c-9811.pdf	School Files Series - 1879-1953 (RG10) — c-9811	1879	1870	residential_school
607	c-7909.pdf	School Files Series - 1879-1953 (RG10) — c-7909	1879	1870	residential_school
608	c-7910.pdf	School Files Series - 1879-1953 (RG10) — c-7910	1879	1870	residential_school
609	c-7911.pdf	School Files Series - 1879-1953 (RG10) — c-7911	1879	1870	residential_school
610	cihm_06465.pdf	Sketches of the life of Mgr. de Mazenod, Bishop of	1879	1870	other
611	cihm_25142.pdf	Le Conseil législatif et les subsides [microforme]	1879	1870	other
612	Ayer_168_8_M22_M8_1880.pdf	The treaties of Canada. With the Indians of Manito	1880	1880	other
613	P000940.pdf	The treaties of Canada with the Indians of Manitob	1880	1880	other
614	P007647.pdf	Vicariat de Saint-Albert: rapport du R.P. Grouard:	1880	1880	other
615	P007648.pdf	Vicariat de Saint-Albert: [Lettre du R.P Doucet, R	1880	1880	other
616	P007649.pdf	Vicariat de Saint-Albert: Condamnation, conversion	1880	1880	other
617	P007653.pdf	Vicariat de Saint-Albert: lettre de Mgr Grandin à 	1880	1880	other
618	P007656.pdf	[Lettre du R.P. Petitot adressée à M. de Semallé, 	1880	1880	other
619	albertatest_01215.pdf	Chemical contributions to the geology of Canada fr	1880	1880	other
620	cihm_01215.pdf	Chemical contributions to the geology of Canada fr	1880	1880	other
621	cihm_12176.pdf	Les chemins de fer en Amérique [microforme]	1880	1880	other
622	cihm_30694.pdf	[Letter] [microform] : to the deputy of the minist	1880	1880	other
623	cihm_38287.pdf	Le Nord-ouest [microforme] : la province de Manito	1880	1880	other
624	P000992.pdf	Family prayers for the use of the Cree Indians: Co	1881	1880	other
625	P001004.pdf	Soir d'automne	1881	1880	other
626	P007661.pdf	Saint-Albert: journal de voyage de Mgr Grandin: à 	1881	1880	other
627	P007664.pdf	Saint-Albert: Journal de voyage de Mgr Grandin (Su	1881	1880	other
628	cihm_03655.pdf	Report on an exploration from Port Simpson on the 	1881	1880	other
629	cihm_08869.pdf	Young Men's Reform Club [microform] : banquet in h	1881	1880	other
630	cihm_13610.pdf	From Emory's Bar at the west end of contract 60 to	1881	1880	other
631	cihm_25156.pdf	Copies of petitions presented to His Excellency th	1881	1880	other
632	cihm_54654.pdf	English grammar [microform] : including grammatica	1881	1880	other
633	mackay1881.pdf	Family Prayers for the Use of the Cree Indians	1881	1880	other
634	P000900.pdf	Six years in the Canadian North-West	1882	1880	other
635	P001039.pdf	Return of all papers concerning the granting of a 	1882	1880	other
636	P001057.pdf	The three trappers: A story of adventure in the wi	1882	1880	other
637	P001064.pdf	Important information for intending settlers in Ma	1882	1880	other
638	P001101.pdf	North-west Canada	1882	1880	other
639	cihm_25154.pdf	An Account of vessels arrived at Quebec in the yea	1882	1880	newspaper
640	cihm_30347.pdf	Important information for intending settlers in Ma	1882	1880	other
641	cihm_30560.pdf	North-West Canada [microform]	1882	1880	other
642	cihm_30695.pdf	Charter and by-laws of the Temperance Colonization	1882	1880	other
643	cihm_94578.pdf	Emigration, land and railway frauds [microform] : 	1882	1880	other
644	PTR_1882110101.pdf	Prince Albert times and Saskatchewan review (1882-	1882	1880	newspaper
645	PTR_1882110801.pdf	Prince Albert times and Saskatchewan review (1882-	1882	1880	newspaper
646	PTR_1882111501.pdf	Prince Albert times and Saskatchewan review (1882-	1882	1880	newspaper
647	PTR_1882112201.pdf	Prince Albert times and Saskatchewan review (1882-	1882	1880	newspaper
648	PTR_1882112901.pdf	Prince Albert times and Saskatchewan review (1882-	1882	1880	newspaper
649	PTR_1882120601.pdf	Prince Albert times and Saskatchewan review (1882-	1882	1880	newspaper
650	PTR_1882121301.pdf	Prince Albert times and Saskatchewan review (1882-	1882	1880	newspaper
651	PTR_1882122001.pdf	Prince Albert times and Saskatchewan review (1882-	1882	1880	newspaper
652	PTR_1882122701.pdf	Prince Albert times and Saskatchewan review (1882-	1882	1880	newspaper
653	P001119.pdf	Navigation of Hudson Bay and Straits: A paper read	1883	1880	other
654	P001161.pdf	The principles of church action: A sermon preached	1883	1880	other
655	P001172.pdf	Prince Albert Young Men's Literary and Athletic Cl	1883	1880	other
656	P001174.pdf	The memorial of settlers in the tract granted to t	1883	1880	other
657	P001180.pdf	Particulars of farms to be let or sold on the Edge	1883	1880	other
658	cihm_25860.pdf	The equity decisions of the Hon. John W. Ritchie, 	1883	1880	other
659	cihm_26803.pdf	A great treason [microform] : a story of the War o	1883	1880	other
660	cihm_26804.pdf	A great treason [microform] : a story of the War o	1883	1880	other
661	cihm_30234.pdf	Winnipeg country [microform] : its discovery and t	1883	1880	other
662	cihm_30280.pdf	Manitoba and the North-West frauds [microform] : c	1883	1880	other
663	cihm_30315.pdf	The Battle River Valley [microform] : a pamphlet d	1883	1880	other
664	cihm_30532.pdf	The Memorial of settlers in the tract granted to t	1883	1880	other
665	cihm_30696.pdf	The agricultural depression at home, and the resou	1883	1880	other
666	cihm_30697.pdf	Lettres d'un émigrant ou Voyage au Canada [microfo	1883	1880	other
667	equitydecisions00courgoog.pdf	The equity decisions of the Hon. John W. Ritchie, 	1883	1880	other
668	equitydecisions01courgoog.pdf	The equity decisions of the Hon. John W. Ritchie, 	1883	1880	other
669	manitobaandnort00goog.pdf	Manitoba and the North-West Frauds: Correspondence	1883	1880	other
670	officialguideboo00cana.pdf	Official guide book to the Canadian Pacific Railwa	1883	1880	other
671	PTR_1883010301.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
672	PTR_1883011001.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
673	PTR_1883011701.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
674	PTR_1883012401.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
675	PTR_1883013101.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
676	PTR_1883020701.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
677	PTR_1883021401.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
678	PTR_1883022101.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
679	PTR_1883022801.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
680	PTR_1883030701.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
681	PTR_1883031401.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
682	PTR_1883032101.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
683	PTR_1883032801.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
684	PTR_1883040401.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
685	PTR_1883041101.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
686	PTR_1883041801.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
687	PTR_1883042501.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
688	BDM_1883042601.pdf	Daily mail (1883-04-26)	1883	1880	other
689	PTR_1883050201.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
690	PTR_1883050901.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
691	PTR_1883051601.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
692	PTR_1883052301.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
693	PTR_1883053001.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
694	PTR_1883060601.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
695	PTR_1883061301.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
696	PTR_1883062001.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
697	PTR_1883062701.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
698	PTR_1883070401.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
699	PTR_1883071101.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
700	PTR_1883071801.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
701	PTR_1883072501.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
702	PTR_1883080101.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
703	PTR_1883080801.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
704	PTR_1883081501.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
705	PTR_1883082201.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
706	PTR_1883082901.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
707	PTR_1883090501.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
708	PTR_1883091201.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
709	PTR_1883091901.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
710	PTR_1883092601.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
711	PTR_1883100301.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
712	PTR_1883101001.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
713	PTR_1883101701.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
714	PTR_1883102401.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
715	PTR_1883103101.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
716	PTR_1883111601.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
717	PTR_1883112301.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
718	PTR_1883113001.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
719	PTR_1883120701.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
720	PTR_1883121401.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
721	PTR_1883122101.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
722	PTR_1883122801.pdf	Prince Albert times and Saskatchewan review (1883-	1883	1880	newspaper
723	P000848-10.pdf	Henderson's Manitoba and Northwest Territories Gaz	1884	1880	government
724	P001134.pdf	Report on Manitoba products exhibited at St. John,	1884	1880	other
725	P001192.pdf	The Saskatchewan Fife wheat: A history of this rem	1884	1880	other
726	P001200.pdf	Our northern waters: A report presented to the Win	1884	1880	other
727	P001265.pdf	The settlers' guide to homesteads in the Canadian 	1884	1880	other
728	P001287.pdf	Statement in support of a general railway act for 	1884	1880	other
729	P001292.pdf	Lays from the West	1884	1880	other
730	P001308.pdf	York Farmers Colonization Company guide and record	1884	1880	other
731	P007702.pdf	Manitoba	1884	1880	other
732	P009626.pdf	Lettre du R. P. Fourmond: Saint-Laurent, Saskatche	1884	1880	other
733	P009628.pdf	Vicariat de Saint-Albert: Lettre du P. Claude au R	1884	1880	other
734	P009633.pdf	[Calgary]	1884	1880	other
735	cihm_09065.pdf	Montreal winter carnival, February 4th to 9th, 188	1884	1880	other
736	cihm_13609.pdf	Correspondence relating to the eastern boundary of	1884	1880	other
737	cihm_25140.pdf	Old caravan days [microform]	1884	1880	other
738	cihm_25858.pdf	Report of the visit of the British Association to 	1884	1880	annual_report
739	cihm_30380.pdf	The settlers' guide to homesteads in the Canadian 	1884	1880	other
740	cihm_49608.pdf	Histoire de Montferrand, l'athlète canadien [micro	1884	1880	other
741	settlersguidetoh00moor.pdf	The settlers' guide to homesteads in the Canadian 	1884	1880	other
742	PTR_1884010401.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
743	PTR_1884011101.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
744	PTR_1884011801.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
745	PTR_1884012501.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
746	PTR_1884020101.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
747	PTR_1884020801.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
748	PTR_1884021501.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
749	PTR_1884022201.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
750	PTR_1884022901.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
751	PTR_1884030701.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
752	BRM_1884031301.pdf	The Brandon mail (1884-03-13)	1884	1880	other
753	PTR_1884031401.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
754	PTR_1884032101.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
755	PTR_1884032801.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
756	PTR_1884040401.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
757	PTR_1884041101.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
758	PTR_1884041801.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
759	PTR_1884042501.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
760	PTR_1884050201.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
761	BRM_1884050801.pdf	The Brandon mail (1884-05-08)	1884	1880	other
762	PTR_1884050901.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
763	PTR_1884051601.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
764	PTR_1884052301.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
765	PTR_1884053001.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
766	PTR_1884060601.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
767	PTR_1884061301.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
768	PTR_1884062001.pdf	Prince Albert times and Saskatchewan review (1884-	1884	1880	newspaper
